,PRICE
1136,64000.0
1137,77000.0
1138,77000.0
1139,110000.0
1140,120000.0
1141,95000.0
1142,74000.0
1143,152000.0
1144,95000.0
1145,113000.0
1146,92000.0
1147,102000.0
1148,90000.0
1149,107000.0
1150,142000.0
1151,119000.0
1152,121000.0
1153,87000.0
1154,84000.0
1155,97000.0
1156,133000.0
1157,92000.0
1158,162000.0
1159,110000.0
1160,110000.0
1161,170000.0
1162,73000.0
1163,83000.0
1164,94000.0
1165,100000.0
1166,125000.0
1167,164000.0
1168,129000.0
1169,124000.0
1170,132000.0
1171,89000.0
1172,78000.0
1173,54000.0
1174,93000.0
1175,104000.0
1176,83000.0
1177,97000.0
1178,54000.0
1179,54000.0
1180,54000.0
1181,63000.0
1182,78000.0
1183,90000.0
1184,79000.0
1185,125000.0
1186,97000.0
1187,104000.0
1188,107000.0
1189,83000.0
1190,60000.0
1191,226000.0
1192,102000.0
1193,87000.0
1194,226000.0
1195,128000.0
1196,164000.0
1197,74000.0
1198,85000.0
1199,97000.0
1200,121000.0
1201,118000.0
1202,110000.0
1203,124000.0
1204,97000.0
1205,79000.0
1206,112000.0
1207,96000.0
1208,83000.0
1209,128000.0
1210,81000.0
1211,100000.0
1212,100000.0
1213,226000.0
1214,100000.0
1215,130000.0
1216,92000.0
1217,128000.0
1218,102000.0
1219,86000.0
1220,110000.0
1221,125000.0
1222,54000.0
1223,112000.0
1224,102000.0
1225,97000.0
1226,102000.0
1227,54000.0
1228,102000.0
1229,136000.0
1230,100000.0
1231,75000.0
1232,52000.0
1233,74000.0
1234,74000.0
1235,79000.0
1236,162000.0
1237,97000.0
1238,120000.0
1239,80000.0
1240,135000.0
1241,85000.0
1242,97000.0
1243,102000.0
1244,102000.0
1245,138000.0
1246,138000.0
1247,84000.0
1248,68000.0
1249,87000.0
1250,113000.0
1251,71000.0
1252,121000.0
1253,117000.0
1254,60000.0
1255,106000.0
1256,65000.0
1257,52000.0
1258,52000.0
1259,102000.0
1260,112000.0
1261,86000.0
1262,122000.0
1263,162000.0
1264,115422.02944678068
1265,115422.02984453086
1266,111459.109347146
1267,115422.03064003028
1268,115422.03103778046
1269,111459.1105403956
1270,111459.11093814578
1271,54000.0
1272,65000.0
1273,49300.0
1274,42200.0
1275,51000.0
1276,52000.0
1277,48800.0
1278,47100.0
1279,48800.0
1280,64000.0
1281,49300.0
1282,57000.0
1283,70000.0
1284,49300.0
1285,49300.0
1286,74000.0
1287,59000.0
1288,54000.0
1289,59000.0
1290,54000.0
1291,58000.0
1292,32100.0
1293,54000.0
1294,66000.0
1295,74000.0
1296,29600.0
1297,65000.0
1298,66000.0
1299,64000.0
1300,44000.0
1301,48900.0
1302,64000.0
1303,64000.0
1304,55000.0
1305,41700.0
1306,50000.0
1307,68000.0
1308,46200.0
1309,66000.0
1310,75000.0
1311,46000.0
1312,61000.0
1313,29600.0
1314,49300.0
1315,69000.0
1316,49300.0
1317,64000.0
1318,52000.0
1319,45000.0
1320,54000.0
1321,57000.0
1322,40100.0
1323,58000.0
1324,51594.63377388287
1325,40000.0
1326,49300.0
1327,64000.0
1328,57000.0
1329,64000.0
1330,64000.0
1331,59000.0
1332,66000.0
1333,40400.0
1334,44000.0
1335,54000.0
1336,53924.22328398004
1337,35900.0
1338,49300.0
1339,58000.0
1340,49900.0
1341,44900.0
1342,58000.0
1343,58000.0
1344,64000.0
1345,75000.0
1346,64000.0
1347,66000.0
1348,49300.0
1349,59000.0
1350,75000.0
1351,47800.0
1352,58000.0
1353,60000.0
1354,53924.23044347763
1355,101000.0
1356,66000.0
1357,101000.0
1358,35500.0
1359,43100.0
1360,64000.0
1361,49300.0
1362,60000.0
1363,61000.0
1364,54000.0
1365,29600.0
1366,58000.0
1367,50000.0
1368,65000.0
1369,62000.0
1370,64000.0
1371,60000.0
1372,58000.0
1373,55000.0
1374,49300.0
1375,54000.0
1376,58000.0
1377,65000.0
1378,60000.0
1379,60000.0
1380,49300.0
1381,55000.0
1382,58000.0
1383,53000.0
1384,58000.0
1385,40000.0
1386,64000.0
1387,100000.0
1388,49000.0
1389,58000.0
1390,47900.0
1391,49300.0
1392,64000.0
1393,58000.0
1394,40000.0
1395,54000.0
1396,75000.0
1397,64000.0
1398,52000.0
1399,43500.0
1400,33800.0
1401,75000.0
1402,45000.0
1403,57000.0
1404,49300.0
1405,71320.39619308338
1406,68000.0
1407,83000.0
1408,60000.0
1409,73000.0
1410,119000.0
1411,115000.0
1412,105000.0
1413,60000.0
1414,133000.0
1415,118000.0
1416,60000.0
1417,125000.0
1418,93000.0
1419,121000.0
1420,80000.0
1421,116000.0
1422,60000.0
1423,121000.0
1424,100000.0
1425,99000.0
1426,74000.0
1427,99000.0
1428,148000.0
1429,152000.0
1430,110000.0
1431,140000.0
1432,110000.0
1433,115000.0
1434,132000.0
1435,95000.0
1436,123000.0
1437,130000.0
1438,85000.0
1439,145000.0
1440,63000.0
1441,80000.0
1442,85000.0
1443,105000.0
1444,105000.0
1445,91000.0
1446,73000.0
1447,91000.0
1448,99000.0
1449,84000.0
1450,90000.0
1451,60000.0
1452,99000.0
1453,94000.0
1454,63000.0
1455,90000.0
1456,79000.0
1457,54000.0
1458,108000.0
1459,99000.0
1460,83000.0
1461,90000.0
1462,120000.0
1463,54000.0
1464,95000.0
1465,79000.0
1466,94000.0
1467,99000.0
1468,54000.0
1469,113000.0
1470,54000.0
1471,138000.0
1472,115000.0
1473,70000.0
1474,54000.0
1475,95000.0
1476,66000.0
1477,99000.0
1478,60000.0
1479,105000.0
1480,73000.0
1481,125000.0
1482,99425.3895314699
1483,99000.0
1484,52000.0
1485,112000.0
1486,95000.0
1487,103000.0
1488,108000.0
1489,99000.0
1490,75000.0
1491,97000.0
1492,99000.0
1493,77000.0
1494,95000.0
1495,99000.0
1496,135000.0
1497,75000.0
1498,99000.0
1499,116000.0
1500,90000.0
1501,200000.0
1502,109000.0
1503,62000.0
1504,138000.0
1505,90000.0
1506,139000.0
1507,65000.0
1508,113000.0
1509,123000.0
1510,63000.0
1511,135000.0
1512,122000.0
1513,128000.0
1514,73000.0
1515,78000.0
1516,98000.0
1517,101000.0
1518,73000.0
1519,75000.0
1520,91000.0
1521,105000.0
1522,80000.0
1523,90000.0
1524,99000.0
1525,73000.0
1526,78000.0
1527,97000.0
1528,90000.0
1529,76000.0
1530,150000.0
1531,117000.0
1532,98000.0
1533,104000.0
1534,256000.0
1535,70000.0
1536,164000.0
1537,164000.0
1538,108000.0
1539,103000.0
1540,112000.0
1541,112000.0
1542,156000.0
1543,84000.0
1544,54000.0
1545,99000.0
1546,95000.0
1547,86000.0
1548,70000.0
1549,109000.0
1550,103405.50340900291
1551,119000.0
1552,127000.0
1553,162000.0
1554,121000.0
1555,109000.0
1556,90000.0
1557,99000.0
1558,106000.0
1559,101000.0
1560,86000.0
1561,121000.0
1562,133000.0
1563,100000.0
1564,54000.0
1565,65000.0
1566,95000.0
1567,91000.0
1568,111000.0
1569,99000.0
1570,95000.0
1571,110000.0
1572,82000.0
1573,97000.0
1574,103000.0
1575,73000.0
1576,84000.0
1577,103000.0
1578,109000.0
1579,128000.0
1580,133000.0
1581,103000.0
1582,101000.0
1583,137000.0
1584,156000.0
1585,226000.0
1586,78000.0
1587,103000.0
1588,90000.0
1589,138000.0
1590,139000.0
1591,90000.0
1592,105000.0
1593,138000.0
1594,78000.0
1595,211000.0
1596,60000.0
1597,87000.0
1598,118000.0
1599,112000.0
1600,96000.0
1601,153000.0
1602,60000.0
1603,226000.0
1604,118000.0
1605,99000.0
1606,72000.0
1607,90000.0
1608,80000.0
1609,164000.0
1610,90000.0
1611,86000.0
1612,100000.0
1613,90000.0
1614,81000.0
1615,99000.0
1616,164000.0
1617,112000.0
1618,81000.0
1619,94000.0
1620,113000.0
1621,144000.0
1622,86000.0
1623,77000.0
1624,87000.0
1625,170000.0
1626,134000.0
1627,96000.0
1628,82000.0
1629,103000.0
1630,93000.0
1631,125000.0
1632,130000.0
1633,70000.0
1634,103000.0
1635,133000.0
1636,95000.0
1637,101000.0
1638,83000.0
1639,141000.0
1640,54000.0
1641,99000.0
1642,67000.0
1643,70000.0
1644,101000.0
1645,144000.0
1646,164000.0
1647,88000.0
1648,86000.0
1649,83000.0
1650,89000.0
1651,109000.0
1652,70000.0
1653,82000.0
1654,98000.0
1655,112000.0
1656,55000.0
1657,146000.0
1658,109000.0
1659,54000.0
1660,100000.0
1661,124000.0
1662,52000.0
1663,95000.0
1664,117000.0
1665,94000.0
1666,89000.0
1667,52000.0
1668,99000.0
1669,115000.0
1670,90000.0
1671,189000.0
1672,92000.0
1673,115991.91830017231
1674,116821.61136381049
1675,160208.1270110309
1676,41700.0
1677,55000.0
1678,65000.0
1679,29600.0
1680,46100.0
1681,67000.0
1682,39700.0
1683,100000.0
1684,62000.0
1685,56000.0
1686,46000.0
1687,59000.0
1688,46100.0
1689,48900.0
1690,50000.0
1691,50000.0
1692,59000.0
1693,59000.0
1694,49900.0
1695,59000.0
1696,38500.0
1697,55000.0
1698,59000.0
1699,59000.0
1700,56000.0
1701,54000.0
1702,59000.0
1703,64000.0
1704,59000.0
1705,57702.896525656804
1706,57702.89692340605
1707,57702.897321156226
1708,59000.0
1709,56000.0
1710,37900.0
1711,50856.22966963053
1712,65000.0
1713,38600.0
1714,54000.0
1715,54000.0
1716,59000.0
1717,39800.0
1718,48500.0
1719,29600.0
1720,59000.0
1721,75000.0
1722,66000.0
1723,57702.90368515439
1724,64000.0
1725,42000.0
1726,63000.0
1727,51000.0
1728,59000.0
1729,75000.0
1730,61000.0
1731,54000.0
1732,41700.0
1733,53581.52867332101
1734,53000.0
1735,70000.0
1736,49300.0
1737,48400.0
1738,49500.0
1739,50000.0
1740,74000.0
1741,59000.0
1742,57000.0
1743,56000.0
1744,41900.0
1745,75000.0
1746,54000.0
1747,59000.0
1748,52000.0
1749,59000.0
1750,57702.91442440171
1751,60000.0
1752,60000.0
1753,60000.0
1754,63000.0
1755,41700.0
1756,50000.0
1757,54000.0
1758,56000.0
1759,42100.0
1760,46100.0
1761,54000.0
1762,56000.0
1763,68000.0
1764,74000.0
1765,52000.0
1766,59000.0
1767,54000.0
1768,57000.0
1769,54000.0
1770,44800.0
1771,40500.0
1772,52000.0
1773,49300.0
1774,39000.0
1775,61000.0
1776,59000.0
1777,49300.0
1778,47900.0
1779,49300.0
1780,64000.0
1781,53000.0
1782,63000.0
1783,53000.0
1784,32100.0
1785,55000.0
1786,39900.0
1787,32100.0
1788,39900.0
1789,59000.0
1790,39900.0
1791,49100.0
1792,75000.0
1793,58000.0
1794,39500.0
1795,41000.0
1796,74000.0
1797,37200.0
1798,38500.0
1799,51000.0
1800,63000.0
1801,59554.33819930162
1802,70977.70158242434
1803,70750.0446034167
1804,70750.04500116687
1805,70750.04539891612
1806,70977.70317342412
1807,70750.04619441647
1808,115000.0
1809,74000.0
1810,86000.0
1811,103000.0
1812,71000.0
1813,132000.0
1814,98000.0
1815,166000.0
1816,81000.0
1817,99000.0
1818,100000.0
1819,111000.0
